ATC_C,ATC_H,ATC_N,ATC_O,ATC_S
29.86,14.58,48.61,6.94,0.0
27.71,14.86,50.6,6.43,0.4
25.62,12.81,53.38,7.83,0.36
26.38,14.96,52.36,6.3,0.0
26.01,13.55,53.48,6.96,0.0
26.79,15.71,51.07,6.43,0.0
27.12,11.53,53.56,7.46,0.34
26.39,12.5,52.78,8.33,0.0
25.38,15.0,52.69,6.92,0.0
24.91,13.92,54.58,6.23,0.37
29.01,11.6,51.88,7.51,0.0
27.43,12.15,52.78,7.29,0.35
27.41,13.7,51.85,7.04,0.0
28.42,13.33,50.88,7.02,0.35
24.91,13.15,54.33,6.57,1.04
27.92,12.34,51.95,7.47,0.32
27.37,13.87,52.92,5.84,0.0
28.17,13.38,51.76,6.69,0.0
27.4,13.01,52.4,7.19,0.0
25.76,11.86,53.9,8.47,0.0
26.82,13.25,53.97,5.96,0.0
27.44,13.91,51.88,6.77,0.0
29.8,10.93,50.99,7.95,0.33
29.2,14.23,50.36,6.2,0.0
26.07,14.4,53.7,5.84,0.0
27.95,12.99,52.36,6.3,0.39
24.44,13.91,54.14,7.52,0.0
27.07,13.69,50.64,8.6,0.0
25.17,11.89,55.24,7.69,0.0
28.0,12.33,52.0,7.33,0.33
29.56,13.14,50.36,6.93,0.0
28.07,11.58,53.33,7.02,0.0
25.63,13.87,53.36,7.14,0.0
27.33,11.25,53.38,8.04,0.0
25.0,13.73,53.17,8.1,0.0
28.47,13.88,51.25,6.05,0.36
27.81,12.58,52.98,6.62,0.0
27.05,13.36,53.42,6.16,0.0
27.27,12.59,52.45,7.34,0.35
27.24,11.57,54.85,6.34,0.0
28.76,11.76,51.63,7.19,0.65
28.67,11.89,53.85,5.59,0.0
27.61,13.13,51.85,7.07,0.34
26.5,12.62,51.1,8.83,0.95
26.06,12.32,53.87,7.04,0.7
28.39,11.81,50.75,8.79,0.25
24.91,12.27,54.87,7.94,0.0
26.37,11.99,54.45,6.85,0.34
27.8,11.53,54.24,6.44,0.0
26.22,11.54,54.2,8.04,0.0
26.24,11.7,53.19,8.87,0.0
28.67,12.0,51.67,7.67,0.0
27.46,12.68,53.52,5.99,0.35
26.29,12.75,53.39,7.17,0.4
26.71,10.75,55.05,7.49,0.0
27.67,11.64,52.52,7.86,0.31
27.31,12.18,54.24,6.27,0.0
25.56,14.66,52.63,6.77,0.38
26.76,12.68,52.46,7.75,0.35
27.27,11.89,54.2,5.94,0.7
27.43,12.85,52.78,6.94,0.0
27.17,13.04,52.54,6.88,0.36
24.9,14.86,52.61,6.83,0.8
30.03,12.29,51.88,5.8,0.0
25.0,15.15,53.03,6.82,0.0
28.2,11.8,53.44,6.56,0.0
24.91,12.64,55.6,6.5,0.36
29.68,12.9,52.26,5.16,0.0
27.75,11.24,53.59,7.42,0.0
30.16,12.46,51.8,5.57,0.0
28.25,12.34,52.27,6.82,0.32
28.12,13.19,51.74,6.6,0.35
27.01,11.9,53.38,7.72,0.0
28.0,13.67,52.0,6.0,0.33
29.77,12.71,50.5,6.35,0.67
26.5,11.66,54.42,7.07,0.35
26.55,12.36,53.82,6.91,0.36
26.35,13.72,53.07,6.86,0.0
27.87,13.24,52.61,6.27,0.0
25.83,12.18,55.72,6.27,0.0
26.41,13.03,53.87,6.34,0.35
27.14,14.29,52.86,5.71,0.0
26.33,12.81,53.38,7.47,0.0
27.67,12.33,53.67,5.67,0.67
28.95,12.78,49.62,8.27,0.38
26.79,12.45,54.34,6.04,0.38
28.16,12.64,51.99,6.86,0.36
26.49,11.92,54.3,7.28,0.0
26.01,14.29,52.75,6.59,0.37
26.46,14.09,52.58,6.53,0.34
28.68,12.87,52.57,5.88,0.0
26.9,12.76,53.1,6.55,0.69
27.24,12.41,52.07,7.24,1.03
25.63,12.64,52.71,9.03,0.0
27.4,12.46,52.67,7.47,0.0
29.47,11.29,50.47,8.78,0.0
25.77,12.37,54.64,7.22,0.0
26.96,12.29,53.92,6.83,0.0
28.17,13.38,51.76,6.69,0.0
25.65,14.13,51.3,8.55,0.37
31.09,9.62,53.21,5.77,0.32
27.95,12.79,52.53,6.73,0.0
24.52,13.41,54.79,6.51,0.77
28.01,12.83,52.09,7.07,0.0
25.38,12.88,52.65,7.95,1.14
29.43,12.03,51.58,6.65,0.32
28.17,14.24,51.7,5.88,0.0
25.55,13.14,53.65,7.66,0.0
24.9,16.73,50.61,7.76,0.0
26.39,12.5,54.17,6.94,0.0
27.59,12.76,53.45,5.86,0.34
27.02,10.25,54.66,8.07,0.0
25.86,12.76,55.17,6.21,0.0
26.62,12.01,54.87,6.49,0.0
25.53,15.62,49.85,8.71,0.3
30.6,12.62,49.84,6.94,0.0
24.91,13.68,52.98,8.07,0.35
26.46,13.75,52.92,6.87,0.0
26.69,12.84,54.39,6.08,0.0
25.4,11.11,53.33,9.84,0.32
27.11,13.38,52.46,7.04,0.0
25.1,13.39,53.56,7.53,0.42
25.83,11.92,54.97,7.28,0.0
26.8,15.12,50.86,6.87,0.34
25.72,13.41,54.35,6.52,0.0
27.53,11.71,53.48,7.28,0.0
26.28,13.14,54.01,6.57,0.0
26.0,11.67,52.67,9.0,0.67
27.44,13.36,53.07,6.14,0.0
24.9,13.79,53.26,8.05,0.0
25.45,12.54,53.41,8.24,0.36
26.58,13.95,51.16,7.97,0.33
26.64,15.22,51.56,6.23,0.35
26.55,13.1,53.1,7.24,0.0
26.12,13.06,54.48,6.34,0.0
28.12,13.19,52.08,6.6,0.0
26.28,13.5,52.92,7.3,0.0
26.95,13.48,52.13,7.09,0.35
26.91,11.63,52.82,7.97,0.66
24.88,15.42,52.74,6.97,0.0
27.3,13.48,52.84,6.38,0.0
27.24,14.86,51.39,6.5,0.0
25.45,16.47,51.5,6.59,0.0
25.54,15.47,53.24,5.76,0.0
28.57,11.5,51.57,8.01,0.35
25.26,12.8,55.02,6.57,0.35
24.71,15.12,52.91,6.98,0.29
27.05,11.99,53.77,7.19,0.0
24.71,13.73,53.33,7.84,0.39
29.45,14.24,49.51,6.8,0.0
28.3,14.72,50.57,6.42,0.0
25.0,12.86,54.64,7.5,0.0
26.85,10.65,55.09,6.94,0.46
27.11,12.32,53.17,7.39,0.0
27.27,13.99,52.8,5.94,0.0
25.69,13.89,51.74,7.99,0.69
26.64,11.31,55.47,5.84,0.73
28.08,11.04,53.0,7.57,0.32
27.79,12.81,52.32,7.08,0.0
27.06,14.41,51.18,7.35,0.0
25.86,13.69,53.23,6.84,0.38
27.61,13.47,51.52,7.41,0.0
27.02,11.18,54.66,6.21,0.93
25.24,11.97,54.05,8.09,0.65
27.11,14.29,52.75,5.86,0.0
25.67,13.41,53.64,7.28,0.0
26.92,16.15,49.62,7.31,0.0
27.44,14.29,50.0,8.27,0.0
27.96,12.83,52.63,6.58,0.0
25.42,14.05,52.84,7.69,0.0
28.12,12.46,52.72,6.71,0.0
25.44,11.5,56.1,6.62,0.35
24.93,14.66,51.91,8.5,0.0
25.94,12.97,53.97,7.11,0.0
27.85,11.74,53.02,7.38,0.0
26.85,12.42,53.02,7.38,0.34
24.7,14.74,54.18,6.37,0.0
27.66,11.7,52.48,8.16,0.0
25.31,14.94,52.7,7.05,0.0
28.32,11.54,52.45,7.69,0.0
25.17,13.99,53.5,7.34,0.0
25.2,14.0,52.8,8.0,0.0
26.6,12.41,53.55,6.74,0.71
25.58,10.3,56.48,7.31,0.33
26.6,11.7,54.61,7.09,0.0
27.42,12.26,53.23,7.1,0.0
27.78,10.8,54.32,6.48,0.62
27.05,13.01,53.08,6.51,0.34
24.93,14.2,52.17,7.54,1.16
27.53,12.89,51.92,7.67,0.0
28.57,13.27,52.04,6.12,0.0
27.56,11.66,54.42,6.36,0.0
27.67,11.95,51.57,8.81,0.0
26.74,13.57,52.33,7.36,0.0
25.8,13.78,53.36,7.07,0.0
26.58,11.63,54.15,7.31,0.33
25.55,14.98,52.86,6.61,0.0
26.35,12.5,54.05,6.76,0.34
27.91,11.96,52.49,7.31,0.33
29.15,11.6,51.72,7.52,0.0
28.97,11.53,52.34,7.17,0.0
26.62,12.29,54.61,6.14,0.34
29.55,12.34,51.95,6.17,0.0
26.47,14.71,51.18,7.65,0.0
24.74,14.09,53.61,7.56,0.0
28.32,15.41,49.82,6.45,0.0
28.02,12.6,52.19,6.94,0.26
27.08,13.72,52.71,6.5,0.0
26.02,13.82,53.66,6.5,0.0
24.92,10.96,55.15,8.64,0.33
25.22,12.9,55.13,6.74,0.0
26.41,12.68,54.23,6.69,0.0
26.41,14.24,52.23,7.12,0.0
25.62,13.17,53.02,7.83,0.36
26.76,12.32,52.46,8.45,0.0
24.74,14.29,52.61,8.01,0.35
26.42,10.88,55.44,6.74,0.52
28.11,12.1,53.38,6.41,0.0
28.2,13.16,51.88,6.77,0.0
28.62,13.04,51.45,6.52,0.36
25.62,13.88,53.02,7.47,0.0
24.91,14.13,53.53,7.43,0.0
26.3,12.8,53.29,7.61,0.0
25.98,13.9,52.27,7.25,0.6
29.19,12.42,51.68,6.38,0.34
25.36,12.83,53.94,7.58,0.29
26.13,12.54,52.96,7.67,0.7
27.04,13.7,52.59,6.3,0.37
28.25,12.06,53.02,6.67,0.0
25.68,13.51,54.05,6.76,0.0
24.14,14.18,52.87,8.43,0.38
27.71,13.65,52.21,6.02,0.4
25.51,14.17,53.44,6.88,0.0
28.57,11.63,53.82,5.98,0.0
28.22,13.24,51.57,6.97,0.0
26.32,12.28,54.39,7.02,0.0
25.99,14.08,52.71,7.22,0.0
31.19,12.88,50.17,5.76,0.0
28.92,13.59,51.92,5.57,0.0
27.15,11.59,53.31,7.95,0.0
27.05,12.77,52.58,7.6,0.0
26.67,13.68,51.58,7.72,0.35
26.62,13.31,52.6,7.47,0.0
25.9,15.47,50.72,7.55,0.36
27.67,12.0,52.67,7.67,0.0
25.5,16.78,51.01,6.71,0.0
25.55,13.14,54.01,6.57,0.73
24.0,15.11,52.44,8.0,0.44
28.32,13.62,50.9,7.17,0.0
24.38,14.93,53.73,6.97,0.0
29.1,13.43,50.75,6.72,0.0
25.0,14.53,52.91,7.56,0.0
26.47,12.09,52.29,9.15,0.0
27.21,11.15,54.1,7.54,0.0
27.04,11.73,54.4,6.51,0.33
28.99,12.32,51.09,7.61,0.0
25.9,13.77,52.79,7.54,0.0
25.65,12.01,54.55,7.79,0.0
27.04,14.37,51.27,7.32,0.0
24.55,14.08,52.71,8.66,0.0
25.19,14.07,54.07,6.67,0.0
28.29,12.5,53.29,5.92,0.0
28.14,11.86,51.19,8.47,0.34
28.62,12.37,51.94,7.07,0.0
26.19,15.87,50.79,7.14,0.0
27.21,11.66,54.42,6.36,0.35
27.27,13.45,52.36,6.55,0.36
28.16,11.71,52.85,6.96,0.32
24.16,13.75,53.53,8.18,0.37
29.93,12.68,51.06,5.99,0.35
27.91,11.3,53.16,6.31,1.33
27.57,13.24,51.84,6.99,0.37
27.66,13.48,52.13,6.74,0.0
24.91,14.29,53.11,7.33,0.37
27.13,12.79,51.94,7.75,0.39
28.42,12.02,51.91,7.1,0.55
27.65,12.22,52.41,7.72,0.0
26.94,13.61,52.5,6.94,0.0
28.57,12.66,52.27,6.17,0.32
24.43,14.5,52.67,8.4,0.0
26.19,14.68,52.78,6.35,0.0
27.5,12.14,53.21,6.07,1.07
27.65,11.9,52.73,7.4,0.32
25.09,12.0,55.64,6.91,0.36
29.03,13.71,50.4,6.85,0.0
26.79,13.21,51.07,7.86,1.07
27.53,12.54,53.31,6.27,0.35
26.94,14.14,50.51,8.42,0.0
26.71,13.36,51.99,7.22,0.72
27.16,17.28,48.77,6.17,0.62
27.76,11.71,54.18,6.35,0.0
28.71,10.65,53.87,6.77,0.0
26.54,10.19,53.7,9.57,0.0
27.99,14.55,51.87,5.6,0.0
27.48,12.25,52.98,7.28,0.0
25.77,13.06,54.64,6.53,0.0
28.62,13.16,50.99,7.24,0.0
26.04,12.83,54.72,6.42,0.0
26.22,13.64,52.45,7.34,0.35
26.9,11.72,55.52,5.52,0.34
27.89,11.9,52.72,7.48,0.0
25.95,12.46,54.33,7.27,0.0
26.06,12.68,53.17,8.1,0.0
25.0,14.13,52.54,8.33,0.0
27.21,13.78,52.65,6.36,0.0
25.52,12.24,53.15,9.09,0.0
26.44,12.2,53.9,6.78,0.68
28.24,12.29,52.49,6.98,0.0
26.1,13.65,52.61,6.83,0.8
26.89,11.48,51.66,9.97,0.0
25.37,14.71,50.37,9.56,0.0
27.21,12.72,52.3,6.71,1.06
25.19,14.5,51.91,8.4,0.0
26.8,13.75,51.55,7.9,0.0
27.7,11.82,52.7,7.77,0.0
25.77,14.42,51.53,7.67,0.61
27.61,12.69,53.36,6.34,0.0
26.22,12.59,53.5,7.69,0.0
24.39,14.63,52.96,7.67,0.35
26.81,15.32,51.91,5.96,0.0
28.72,12.46,52.25,6.23,0.35
28.0,14.55,50.55,6.91,0.0
26.17,12.42,54.36,7.05,0.0
26.71,13.36,51.71,8.22,0.0
27.3,13.49,51.97,6.91,0.33
28.12,13.54,51.3,7.03,0.0
25.7,13.03,54.93,6.34,0.0
26.32,11.65,54.89,6.02,1.13
27.48,11.92,51.66,8.94,0.0
26.56,13.77,52.46,7.21,0.0
27.4,11.99,53.77,5.82,1.03
30.72,10.13,53.27,5.56,0.33
26.49,14.57,51.99,6.95,0.0
25.87,13.29,51.4,9.44,0.0
25.39,10.99,54.45,9.16,0.0
28.57,11.63,53.49,5.98,0.33
25.42,14.24,52.88,7.46,0.0
26.09,13.91,53.04,6.96,0.0
26.83,13.59,52.61,6.97,0.0
29.24,13.0,49.46,8.3,0.0
27.12,12.54,52.88,7.46,0.0
26.38,15.32,51.49,6.81,0.0
26.45,14.13,53.62,5.8,0.0
26.35,11.11,53.02,9.21,0.32
27.11,13.03,52.82,7.04,0.0
26.86,13.07,52.65,6.36,1.06
26.37,13.7,52.05,7.53,0.34
25.77,13.46,53.85,6.92,0.0
26.33,13.0,53.67,7.0,0.0
26.01,12.82,53.85,6.96,0.37
25.68,12.16,53.38,8.78,0.0
25.9,14.75,52.16,7.19,0.0
29.17,10.9,53.53,5.77,0.64
25.85,11.56,55.1,7.48,0.0
24.71,14.9,52.94,7.45,0.0
27.15,12.03,54.64,5.84,0.34
25.99,14.08,53.07,6.86,0.0
26.16,12.53,54.77,6.54,0.0
28.38,11.55,52.15,7.92,0.0
24.29,13.57,54.29,7.86,0.0
26.3,12.96,54.07,6.67,0.0
26.46,12.37,52.92,8.25,0.0
26.91,12.96,53.16,6.64,0.33
27.8,14.08,51.26,6.86,0.0
25.18,12.95,53.6,7.55,0.72
29.21,12.03,49.48,8.93,0.34
26.92,11.86,55.13,6.09,0.0
28.66,10.83,53.82,6.37,0.32
26.1,12.87,52.94,8.09,0.0
27.08,13.89,51.39,7.64,0.0
26.39,12.5,53.12,7.64,0.35
26.96,11.6,53.24,7.51,0.68
25.96,9.94,56.09,7.37,0.64
26.07,15.56,50.97,7.39,0.0
27.64,13.45,52.73,6.18,0.0
25.19,13.16,54.89,6.77,0.0
25.89,13.48,53.55,7.09,0.0
26.03,12.06,53.33,8.25,0.32
25.99,10.86,54.28,8.88,0.0
26.99,14.19,51.9,6.57,0.35
26.25,9.69,54.37,9.38,0.31
25.36,13.41,53.62,7.25,0.36
26.41,12.68,52.82,8.1,0.0
26.56,10.82,55.08,7.54,0.0
28.62,13.79,51.38,5.52,0.69
27.96,13.62,52.33,6.09,0.0
29.43,13.38,49.83,6.69,0.67
25.45,11.83,55.2,7.17,0.36
26.4,14.4,52.0,7.2,0.0
24.83,12.76,54.14,7.93,0.34
26.88,11.83,55.2,6.09,0.0
29.72,13.64,50.35,5.94,0.35
25.82,13.74,52.47,7.14,0.82
27.42,12.04,53.18,6.69,0.67
29.66,13.1,50.34,6.55,0.34
26.33,11.74,53.02,8.9,0.0
27.74,12.77,52.55,6.2,0.73
25.89,11.97,55.99,6.15,0.0
26.1,12.88,53.9,7.12,0.0
28.19,13.76,52.01,5.7,0.34
26.05,15.71,50.96,6.51,0.77
25.34,13.51,54.05,6.76,0.34
26.84,12.5,52.57,7.35,0.74
27.83,12.94,52.43,6.8,0.0
29.38,12.81,51.88,5.94,0.0
27.13,14.17,50.61,7.29,0.81
28.09,13.04,51.84,7.02,0.0
26.74,12.21,54.07,6.4,0.58
28.73,13.82,50.18,7.27,0.0
29.17,12.15,52.43,6.25,0.0
25.99,14.1,52.86,7.05,0.0
26.24,15.59,49.05,9.13,0.0
27.89,13.35,51.34,7.12,0.3
26.64,14.6,52.19,6.57,0.0
24.52,13.03,53.64,8.43,0.38
26.04,13.89,52.08,7.64,0.35
26.3,13.33,51.48,8.52,0.37
29.64,12.38,52.12,5.86,0.0
28.43,10.13,52.94,7.84,0.65
24.74,10.65,55.33,7.9,1.37
30.38,9.73,52.51,7.08,0.29
27.61,13.13,52.19,6.73,0.34
26.48,11.85,54.01,7.67,0.0
25.39,16.02,51.56,7.03,0.0
24.9,14.94,53.26,6.51,0.38
28.79,12.5,51.52,7.2,0.0
26.57,12.24,53.5,6.99,0.7
25.7,12.32,54.58,7.04,0.35
25.08,12.54,52.88,9.49,0.0
26.45,12.68,53.26,7.61,0.0
26.33,13.17,52.31,8.19,0.0
30.03,11.88,50.5,7.59,0.0
25.27,13.92,54.21,6.59,0.0
24.82,12.41,54.26,8.16,0.35
26.88,11.83,54.48,6.45,0.36
26.33,14.23,51.25,7.83,0.36
25.83,12.91,51.66,9.27,0.33
26.15,14.62,52.69,6.54,0.0
25.0,14.18,53.73,6.72,0.37
26.98,12.95,51.8,7.91,0.36
28.42,11.64,54.11,5.82,0.0
25.14,12.71,53.87,8.01,0.28
29.45,12.62,50.49,6.8,0.65
27.88,10.26,54.49,7.05,0.32
29.68,12.9,49.68,7.74,0.0
25.4,12.7,52.91,8.73,0.26
26.89,13.26,53.03,6.82,0.0
26.32,12.83,53.62,7.24,0.0
28.71,13.2,52.48,5.61,0.0
26.8,12.71,52.92,7.22,0.34
28.91,12.93,52.04,5.78,0.34
25.0,13.73,53.17,8.1,0.0
28.52,15.52,48.74,7.22,0.0
26.53,11.9,54.76,6.46,0.34
27.46,12.68,53.87,5.99,0.0
25.17,11.9,53.74,8.84,0.34
25.45,12.9,52.33,8.6,0.72
26.37,12.82,54.21,6.59,0.0
27.31,15.13,50.92,6.64,0.0
27.84,12.09,53.11,6.59,0.37
25.73,11.4,54.72,8.14,0.0
27.78,12.85,52.43,6.6,0.35
27.4,11.99,52.05,8.22,0.34
24.49,15.1,53.47,6.94,0.0
24.65,12.15,55.21,7.29,0.69
27.53,11.15,55.05,5.57,0.7
25.18,13.12,54.26,7.45,0.0
27.94,10.48,55.56,5.4,0.63
28.24,12.96,52.16,6.31,0.33
25.18,13.87,51.82,8.39,0.73
26.06,15.43,52.39,6.12,0.0
25.69,12.85,54.86,6.25,0.35
26.33,13.0,54.33,6.33,0.0
28.33,12.97,51.54,7.17,0.0
24.45,14.23,52.92,8.39,0.0
26.64,13.87,53.28,6.2,0.0
25.19,13.16,54.89,6.77,0.0
27.5,12.14,53.93,6.43,0.0
25.8,14.13,51.94,8.13,0.0
27.72,13.68,51.93,6.32,0.35
26.43,14.29,52.5,6.79,0.0
27.65,13.31,52.22,6.83,0.0
28.3,12.54,51.77,7.07,0.32
28.46,13.48,51.69,6.37,0.0
32.18,12.93,49.53,5.36,0.0
27.62,14.69,51.4,5.94,0.35
25.35,12.5,53.82,7.99,0.35
28.62,12.5,51.97,6.91,0.0
25.75,16.79,50.0,7.46,0.0
27.11,12.32,53.52,7.04,0.0
25.35,13.03,53.52,7.75,0.35
27.92,11.66,54.42,6.01,0.0
26.26,11.73,55.31,6.7,0.0
27.05,15.66,50.53,6.76,0.0
26.21,13.79,52.41,7.24,0.34
29.39,13.51,50.0,7.09,0.0
25.95,11.07,54.33,8.65,0.0
27.05,13.01,52.4,7.53,0.0
28.28,11.45,53.87,6.06,0.34
28.43,12.14,52.4,7.03,0.0
29.03,12.58,50.97,7.42,0.0
29.38,11.88,50.62,8.12,0.0
25.33,12.67,54.33,7.67,0.0
28.26,11.49,51.55,8.39,0.31
24.91,13.21,55.09,6.04,0.75
26.47,14.71,52.21,6.62,0.0
24.07,12.88,54.58,7.8,0.68
26.62,12.97,53.58,6.83,0.0
26.4,12.21,53.8,7.26,0.33
27.49,14.09,52.23,5.84,0.34
27.46,13.38,52.82,6.34,0.0
25.68,11.99,56.16,6.16,0.0
26.64,13.84,51.56,7.96,0.0
27.95,12.79,50.84,8.08,0.34
30.03,11.18,52.4,6.39,0.0
24.54,14.13,53.53,7.43,0.37
28.67,13.98,51.25,6.09,0.0
27.95,12.12,52.86,7.07,0.0
26.32,13.68,51.93,7.72,0.35
24.14,14.56,52.11,8.43,0.77
26.48,12.89,54.01,6.62,0.0
26.69,13.88,52.31,6.76,0.36
28.0,15.5,50.0,6.5,0.0
25.98,12.81,53.74,7.12,0.36
26.3,12.8,54.33,6.57,0.0
27.52,11.41,55.03,5.37,0.67
26.46,11.38,54.46,7.69,0.0
27.57,16.18,49.63,6.25,0.37
26.46,12.37,53.26,7.22,0.69
25.0,12.5,55.15,6.62,0.74
28.26,13.77,52.17,5.8,0.0
25.26,14.95,52.58,7.22,0.0
28.62,14.13,50.93,6.32,0.0
25.25,12.12,53.87,8.42,0.34
26.87,11.22,53.4,8.16,0.34
28.52,11.0,53.95,6.53,0.0
27.7,12.5,52.7,7.09,0.0
27.41,10.59,54.52,7.17,0.31
26.96,12.54,53.29,7.21,0.0
25.78,12.2,54.01,7.67,0.35
26.28,13.5,54.38,5.84,0.0
26.38,12.7,53.75,7.17,0.0
27.48,11.5,53.99,7.03,0.0
25.48,11.46,53.18,9.87,0.0
29.79,12.77,50.35,7.09,0.0
27.45,13.32,52.72,6.52,0.0
28.52,13.7,50.37,7.41,0.0
29.19,12.75,50.67,6.71,0.67
28.84,11.91,52.35,6.58,0.31
27.21,13.78,53.71,5.3,0.0
27.18,12.89,52.96,6.97,0.0
26.71,14.84,50.74,7.12,0.59
27.78,12.09,52.94,6.86,0.33
25.0,14.93,51.12,8.58,0.37
24.71,13.31,54.37,7.22,0.38
26.42,12.45,53.21,7.55,0.38
26.1,12.88,52.54,8.47,0.0
25.09,12.36,55.27,7.27,0.0
25.87,12.59,55.24,6.29,0.0
27.84,14.43,50.86,6.87,0.0
27.12,13.4,51.96,7.19,0.33
28.08,12.67,51.71,7.19,0.34
26.55,14.55,53.09,5.82,0.0
30.13,13.58,50.0,6.29,0.0
25.19,13.7,52.59,8.52,0.0
28.25,13.01,51.67,6.69,0.37
25.77,13.08,54.23,6.92,0.0
24.92,11.8,54.43,8.52,0.33
26.67,13.7,51.85,7.41,0.37
27.84,12.37,52.23,7.56,0.0
27.54,11.01,53.04,8.12,0.29
25.42,12.2,54.92,7.46,0.0
27.21,14.29,51.7,6.8,0.0
28.77,11.99,50.34,8.56,0.34
28.62,12.86,50.16,8.36,0.0
27.66,13.83,51.77,6.03,0.71
27.27,9.39,56.67,6.67,0.0
29.25,11.01,52.52,6.6,0.63
26.05,14.94,53.26,5.75,0.0
28.09,12.04,53.51,6.02,0.33
29.14,10.74,51.84,8.28,0.0
25.98,12.46,53.74,7.47,0.36
26.18,15.27,53.09,5.45,0.0
27.24,13.26,52.69,6.81,0.0
25.17,11.59,55.3,7.62,0.33
26.49,13.43,52.99,6.72,0.37
26.01,12.45,53.85,6.59,1.1
26.86,12.37,53.71,6.71,0.35
26.41,13.03,53.87,6.69,0.0
29.41,12.09,51.31,6.86,0.33
32.05,14.1,48.72,5.13,0.0
28.43,11.11,52.61,7.84,0.0
27.09,11.71,53.51,6.69,1.0
28.95,12.17,51.97,6.91,0.0
25.36,13.93,53.57,7.14,0.0
26.71,11.3,54.11,7.19,0.68
26.8,12.71,52.58,7.56,0.34
26.03,11.99,54.79,7.19,0.0
27.03,11.11,53.45,8.11,0.3
29.65,11.67,52.05,6.62,0.0
27.05,13.7,51.37,7.53,0.34
25.43,16.15,51.2,7.22,0.0
27.11,13.38,52.82,6.69,0.0
27.42,11.94,53.55,7.1,0.0
28.24,14.29,49.83,7.64,0.0
29.9,11.96,51.16,6.64,0.33
26.39,14.87,51.67,7.06,0.0
29.25,13.61,50.68,6.12,0.34
29.37,13.64,50.35,6.64,0.0
27.43,12.15,51.39,8.33,0.69
27.21,12.87,54.04,5.51,0.37
25.91,12.77,52.92,8.39,0.0
25.89,13.83,51.06,8.16,1.06
28.11,13.52,49.82,8.54,0.0
25.34,13.01,54.11,7.53,0.0
28.25,12.01,52.92,6.82,0.0
25.8,12.01,54.06,7.77,0.35
28.92,11.85,51.22,8.01,0.0
25.09,15.87,51.29,7.75,0.0
28.12,11.46,53.12,7.29,0.0
26.69,11.15,56.08,6.08,0.0
27.21,12.93,53.06,6.12,0.68
26.62,12.59,52.16,8.63,0.0
28.27,13.78,51.24,6.71,0.0
27.55,14.63,50.68,7.14,0.0
24.55,13.0,53.79,8.3,0.36
29.2,14.23,50.36,6.2,0.0
25.4,14.68,52.38,7.14,0.4
25.35,13.19,53.12,7.99,0.35
25.94,13.99,51.88,8.19,0.0
25.78,13.94,52.61,7.32,0.35
27.3,12.97,52.22,7.17,0.34
26.89,13.58,52.22,7.05,0.26
26.71,14.08,52.35,6.86,0.0
27.1,11.61,53.23,7.74,0.32
25.0,12.5,55.15,7.35,0.0
24.38,13.78,53.0,8.48,0.35
26.12,14.69,53.06,6.12,0.0
26.92,13.29,52.1,7.69,0.0
27.46,13.03,53.17,6.34,0.0
26.6,12.77,53.9,6.74,0.0
29.43,11.71,51.17,7.69,0.0
25.86,14.08,51.72,8.33,0.0
28.53,11.54,52.88,6.73,0.32
27.1,11.53,52.65,8.72,0.0
26.76,13.71,51.84,7.69,0.0
28.48,12.66,51.58,6.96,0.32
27.92,12.34,51.95,7.79,0.0
26.97,12.36,52.81,7.87,0.0
28.04,13.65,51.29,7.01,0.0
26.64,10.86,55.26,5.92,1.32
28.01,11.7,53.19,7.09,0.0
28.48,12.25,52.32,6.62,0.33
25.81,13.62,53.76,6.45,0.36
27.7,13.31,51.44,7.19,0.36
26.64,14.96,52.19,6.2,0.0
27.59,14.32,49.6,8.49,0.0
28.03,15.15,49.24,7.58,0.0
24.43,15.65,53.05,6.49,0.38
28.83,13.17,51.6,5.69,0.71
28.22,12.54,51.92,7.32,0.0
25.45,11.82,54.24,8.48,0.0
23.89,14.17,54.25,7.29,0.4
26.09,14.86,50.72,8.33,0.0
27.52,11.01,53.52,7.95,0.0
26.62,13.67,52.88,6.83,0.0
28.66,12.42,51.59,7.01,0.32
26.47,12.75,51.96,8.5,0.33
25.31,15.31,50.62,8.44,0.31
29.39,10.81,54.05,5.74,0.0
26.69,10.61,53.7,8.68,0.32
26.13,13.24,52.61,7.32,0.7
27.31,13.65,52.4,6.64,0.0
27.49,13.4,51.89,7.22,0.0
26.4,10.89,54.13,7.92,0.66
29.47,10.93,53.64,5.3,0.66
26.9,12.41,52.41,7.59,0.69
27.53,11.39,53.8,7.28,0.0
29.54,12.1,52.31,6.05,0.0
26.67,11.33,54.33,6.67,1.0
26.01,13.55,52.75,7.33,0.37
27.72,14.23,50.19,7.49,0.37
25.27,12.1,55.52,7.12,0.0
27.68,13.49,52.94,5.88,0.0
28.16,10.13,55.06,6.01,0.63
27.57,11.3,55.15,5.98,0.0
26.18,13.09,53.82,6.18,0.73
25.96,13.33,53.68,7.02,0.0
27.57,12.29,53.49,6.64,0.0
24.8,15.35,52.76,7.09,0.0
26.09,13.41,52.54,7.97,0.0
26.48,14.29,52.26,6.97,0.0
25.88,15.29,52.94,5.88,0.0
28.71,13.86,49.83,7.26,0.33
26.48,12.2,53.66,7.32,0.35
28.76,13.71,50.17,7.02,0.33
27.08,13.19,51.74,7.29,0.69
28.52,12.08,52.68,6.38,0.34
